character,card,pick winrate,pick rate, pick elo, win contribution,pick winrate upgraded,pick rate upgraded, pick elo upgraded, win contribution upgraded
NECROBINDER,REAPER_FORM,0.0,0.0,1,-0.01,0.0,0.5,32,-0.01
NECROBINDER,SEVERANCE,0.0,0.4,80,-0.02,0.0,0.0,1,-0.02
NECROBINDER,DREDGE,0.5,0.26,157,0.03,0.0,0.0,1,0.02
NECROBINDER,DEATHS_DOOR,0.0,0.08,32,-0.01,0.0,0.0,1,0.0
NECROBINDER,ENFEEBLING_TOUCH,0.8,0.38,138,0.05,0.0,0.0,1,0.05
NECROBINDER,BODYGUARD,0.0,0.0,0,-0.08,0.0,0.0,0,0.03
NECROBINDER,DANSE_MACABRE,0.0,0.14,32,-0.01,0.0,0.0,1,0.0
NECROBINDER,TIMES_UP,1.0,0.14,32,0.02,0.0,0.0,1,0.0
NECROBINDER,FINESSE,0.0,0.0,0,0.0,0.0,0.0,0,0.02
NECROBINDER,NECRO_MASTERY,0.0,0.25,32,-0.01,0.0,0.0,1,0.02
NECROBINDER,OBLIVION,0.0,0.5,32,-0.01,0.0,0.0,1,-0.01
NECROBINDER,PUTREFY,0.33,0.38,91,0.0,0.0,0.0,1,0.0
NECROBINDER,BONE_SHARDS,0.29,0.37,165,-0.01,0.0,0.0,1,0.0
NECROBINDER,ENLIGHTENMENT,0.0,0.0,0,0.02,0.0,0.0,0,0.02
NECROBINDER,REANIMATE,0.5,0.5,61,-0.01,0.0,0.0,1,0.02
NECROBINDER,DEVOUR_LIFE,0.67,0.27,89,0.0,0.0,0.0,1,0.06
NECROBINDER,PULL_AGGRO,0.5,0.07,62,0.0,0.33,0.5,92,-0.01
NECROBINDER,PANIC_BUTTON,1.0,0.5,32,0.04,0.0,0.0,1,0.0
NECROBINDER,DRAIN_POWER,1.0,0.13,62,0.02,1.0,0.14,29,-0.01
NECROBINDER,PRODUCTION,0.0,0.0,1,-0.02,0.0,0.0,1,0.0
NECROBINDER,MELANCHOLY,0.33,0.25,80,0.02,0.0,0.0,1,0.02
NECROBINDER,DEFY,0.42,0.43,273,0.07,0.33,0.5,61,-0.01
NECROBINDER,PAGESTORM,0.33,0.23,87,-0.02,1.0,0.5,32,0.04
NECROBINDER,FRIENDSHIP,0.5,0.27,116,0.01,1.0,0.33,27,0.04
NECROBINDER,SOW,0.25,0.13,116,0.0,0.0,0.0,1,-0.01
NECROBINDER,DELAY,0.5,0.25,104,-0.02,0.0,0.0,1,0.02
NECROBINDER,POKE,0.29,0.2,154,0.02,1.0,0.17,27,0.02
NECROBINDER,REAVE,0.0,0.0,1,0.0,0.0,0.11,32,0.01
NECROBINDER,CALCIFY,0.0,0.29,50,-0.02,1.0,0.5,26,0.02
NECROBINDER,NO_ESCAPE,0.33,0.33,90,-0.01,0.0,0.0,1,0.01
NECROBINDER,CALL_OF_THE_VOID,0.5,0.33,60,0.01,0.0,0.0,1,0.0
NECROBINDER,DEBILITATE,0.0,0.0,1,-0.01,1.0,0.2,32,0.02
NECROBINDER,VEILPIERCER,0.2,0.28,139,0.0,0.0,0.0,1,-0.01
NECROBINDER,SHARED_FATE,0.5,0.5,61,0.0,0.0,0.0,1,0.02
NECROBINDER,BLIGHT_STRIKE,0.0,0.1,61,-0.01,0.0,0.0,1,0.0
NECROBINDER,SQUEEZE,0.0,0.0,1,0.0,1.0,0.33,32,0.02
NECROBINDER,CLUMSY,0.0,0.0,0,-0.01,0.0,0.0,0,0.0
NECROBINDER,WISP,1.0,0.08,61,0.03,0.0,0.0,1,0.0
NECROBINDER,STRIKE_NECROBINDER,0.0,0.0,0,-0.28,0.0,0.0,0,-0.01
NECROBINDER,FEAR,0.0,0.12,89,-0.03,0.5,0.44,125,0.01
NECROBINDER,CLEANSE,0.0,0.22,113,-0.05,0.0,0.0,1,0.0
NECROBINDER,CATASTROPHE,0.0,0.33,32,-0.01,0.0,0.0,1,0.01
NECROBINDER,REAP,0.4,0.19,125,0.03,0.0,0.33,27,0.0
NECROBINDER,FORBIDDEN_GRIMOIRE,0.0,0.0,0,0.0,0.0,0.0,0,0.01
NECROBINDER,PARSE,1.0,0.24,113,0.08,0.0,0.0,1,0.0
NECROBINDER,BORROWED_TIME,0.67,0.38,88,-0.01,1.0,0.5,29,0.06
NECROBINDER,LETHALITY,0.25,0.42,214,-0.01,1.0,0.5,32,0.03
NECROBINDER,SPUR,0.5,0.31,115,-0.01,1.0,0.5,28,0.04
NECROBINDER,AFTERLIFE,1.0,0.05,32,0.0,0.0,0.33,94,-0.02
NECROBINDER,DOUBT,0.0,0.0,0,0.02,0.0,0.0,0,0.0
NECROBINDER,UNDEATH,0.0,0.14,32,0.0,0.0,0.0,1,-0.01
NECROBINDER,SLEIGHT_OF_FLESH,0.33,0.23,89,0.01,1.0,0.33,29,0.03
NECROBINDER,HIGH_FIVE,0.0,0.25,89,-0.02,0.0,0.0,1,0.0
NECROBINDER,BYRD_SWOOP,0.0,0.0,0,-0.02,0.0,0.0,0,0.0
NECROBINDER,SNAP,0.4,0.14,119,-0.01,1.0,0.33,49,0.04
NECROBINDER,FETCH,0.6,0.45,121,0.04,0.0,0.0,1,0.01
NECROBINDER,GUILTY,0.0,0.0,0,-0.02,0.0,0.0,0,0.0
NECROBINDER,PULL_FROM_BELOW,0.67,0.27,87,-0.01,0.0,0.4,53,0.02
NECROBINDER,GRAVE_WARDEN,0.71,0.25,177,0.04,0.0,0.5,63,0.05
NECROBINDER,SCOURGE,0.33,0.1,88,-0.01,0.67,0.3,87,0.04
NECROBINDER,ASCENDERS_BANE,0.0,0.0,0,-0.03,0.0,0.0,0,0.0
NECROBINDER,COUNTDOWN,0.33,0.2,89,0.01,0.0,0.0,1,-0.01
NECROBINDER,DIRGE,0.5,0.31,108,0.0,1.0,0.33,27,0.02
NECROBINDER,UNLEASH,0.0,0.0,0,-0.04,0.0,0.0,0,0.01
NECROBINDER,ERADICATE,0.0,0.38,74,-0.01,0.0,0.0,1,-0.02
NECROBINDER,SENTRY_MODE,0.33,0.33,78,0.02,0.0,0.0,1,-0.02
NECROBINDER,MISERY,0.5,0.29,60,0.01,0.0,0.0,1,0.0
NECROBINDER,SIC_EM,1.0,0.2,32,0.0,0.0,0.0,1,0.01
NECROBINDER,CAPTURE_SPIRIT,0.4,0.22,140,-0.01,0.0,0.0,1,0.02
NECROBINDER,TRANSFIGURE,0.5,0.5,61,-0.01,0.0,0.0,1,0.02
NECROBINDER,BURY,0.0,0.17,32,0.03,0.0,0.0,1,0.02
NECROBINDER,GRAVEBLAST,0.63,0.22,192,0.03,0.33,0.3,66,0.04
DEFECT,LIGHTNING_ROD,1.0,0.08,62,0.04,0.0,0.0,1,0.0
DEFECT,TYRANNY,0.0,0.0,0,0.0,0.0,0.0,0,0.0
DEFECT,DEFEND_DEFECT,0.0,0.0,0,-0.1,0.0,0.0,0,-0.04
DEFECT,SQUASH,0.0,0.0,0,0.02,0.0,0.0,0,0.0
DEFECT,STRIKE_DEFECT,0.0,0.0,0,-0.22,0.0,0.0,0,0.01
DEFECT,OVERCLOCK,0.0,0.4,117,-0.02,0.0,0.0,1,0.0
DEFECT,DARKNESS,1.0,0.14,32,0.0,0.33,0.43,88,0.03
DEFECT,TURBO,0.33,0.2,163,0.02,0.0,0.0,1,0.0
DEFECT,BALL_LIGHTNING,0.0,0.08,62,-0.01,0.0,0.0,1,0.0
DEFECT,ULTIMATE_DEFEND,0.0,0.0,0,-0.01,0.0,0.0,0,0.0
DEFECT,COMPACT,0.2,0.38,139,0.0,0.0,0.0,1,0.0
DEFECT,PREPARED,1.0,0.5,1,0.0,0.0,0.0,1,0.02
DEFECT,THINKING_AHEAD,0.0,0.0,0,0.02,0.0,0.0,0,0.0
DEFECT,ZAP,0.0,0.0,0,-0.03,0.0,0.0,0,-0.02
DEFECT,LEAP,0.25,0.13,115,0.02,0.0,0.4,113,-0.02
DEFECT,THUNDER,0.0,0.0,1,-0.02,0.0,0.0,1,0.0
DEFECT,GENETIC_ALGORITHM,0.0,0.43,88,-0.02,0.0,0.0,1,0.0
DEFECT,SCAVENGE,0.33,0.3,55,0.0,0.0,0.0,1,0.0
DEFECT,BOOST_AWAY,0.38,0.28,188,0.04,1.0,0.25,26,0.02
DEFECT,BOLAS,0.0,0.0,0,0.02,0.0,0.0,0,0.0
DEFECT,CHILL,0.6,0.36,136,0.03,0.0,0.0,1,0.01
DEFECT,SKIM,0.0,0.11,32,-0.01,0.0,0.0,1,0.0
DEFECT,GO_FOR_THE_EYES,0.54,0.33,289,0.09,0.5,0.33,46,0.02
DEFECT,HYPERBEAM,0.0,0.0,1,0.0,0.0,0.5,32,0.0
DEFECT,ITERATION,0.0,0.25,62,-0.01,0.0,0.0,1,0.0
DEFECT,SYNCHRONIZE,0.33,0.3,91,-0.01,0.0,0.0,1,0.02
DEFECT,DOUBLE_ENERGY,1.0,0.07,32,0.0,0.0,0.5,30,0.01
DEFECT,SYNTHESIS,0.0,0.25,28,-0.02,0.0,0.0,1,0.0
DEFECT,MOMENTUM_STRIKE,0.0,0.0,1,0.0,0.0,0.5,32,-0.01
DEFECT,MACHINE_LEARNING,0.75,0.33,110,0.05,0.0,0.0,1,0.0
DEFECT,METEOR_STRIKE,0.0,0.0,1,0.0,0.0,0.0,1,-0.01
DEFECT,FINESSE,1.0,0.5,32,0.0,0.0,0.0,1,0.02
DEFECT,BEAM_CELL,0.33,0.25,223,0.02,0.0,0.29,55,-0.01
DEFECT,MODDED,0.33,0.43,86,0.01,0.0,0.0,1,0.0
DEFECT,HIDDEN_DAGGERS,1.0,0.5,1,0.02,0.0,0.0,1,0.0
DEFECT,RESTLESSNESS,0.0,0.0,0,0.0,0.0,0.0,0,0.02
DEFECT,FIGHT_THROUGH,0.0,0.14,32,-0.01,0.0,0.25,30,-0.01
DEFECT,CAPACITOR,0.5,0.2,62,0.03,1.0,0.5,31,0.04
DEFECT,HAILSTORM,0.0,0.11,32,0.0,0.0,0.0,1,-0.01
DEFECT,ADAPTIVE_STRIKE,0.0,0.0,1,0.0,0.0,0.0,1,0.0
DEFECT,SHATTER,0.0,0.25,32,0.0,0.0,0.0,1,0.0
DEFECT,BUNDLE_OF_JOY,0.0,0.0,0,0.0,0.0,0.0,0,0.0
DEFECT,NULL,0.0,0.3,87,-0.02,0.0,0.5,27,-0.01
DEFECT,CONSUMING_SHADOW,1.0,0.25,32,0.02,0.0,0.0,1,0.0
DEFECT,ROYALTIES,0.0,0.0,0,0.0,0.0,0.0,0,0.0
DEFECT,CHAOS,0.0,0.15,28,-0.02,1.0,0.5,26,0.02
DEFECT,COLD_SNAP,0.0,0.18,113,-0.03,0.0,0.25,28,-0.01
DEFECT,PRODUCTION,0.0,0.33,30,-0.01,0.0,0.0,1,0.0
DEFECT,ECHO_FORM,0.0,0.0,1,-0.01,0.0,0.0,1,0.0
DEFECT,DUALCAST,0.0,0.0,0,-0.06,0.0,0.0,0,0.0
DEFECT,FISTICUFFS,0.0,0.0,0,0.0,0.0,0.0,0,-0.01
DEFECT,HOTFIX,0.3,0.32,208,-0.02,0.0,0.33,25,0.05
DEFECT,HOLOGRAM,0.71,0.4,359,0.06,0.5,0.5,40,0.15
DEFECT,GLASSWORK,0.5,0.35,162,0.02,0.0,0.5,28,0.0
DEFECT,SCRAPE,0.0,0.13,32,0.0,0.0,0.0,1,0.0
DEFECT,REFRACT,0.0,0.28,127,-0.03,0.0,0.0,1,-0.01
DEFECT,CLUMSY,0.0,0.0,0,-0.03,0.0,0.0,0,0.0
DEFECT,FTL,0.0,0.4,62,-0.02,0.0,0.5,32,-0.01
DEFECT,GLACIER,0.33,0.33,89,0.03,1.0,0.5,27,0.01
DEFECT,PROWESS,0.0,0.0,1,0.0,0.0,0.0,1,0.0
DEFECT,GLITTERSTREAM,0.0,0.0,0,0.0,0.0,0.0,0,0.0
DEFECT,BARRAGE,0.33,0.22,129,0.01,1.0,0.25,25,0.02
DEFECT,LOOP,0.0,0.17,32,0.0,1.0,0.33,32,0.02
DEFECT,HELIX_DRILL,1.0,0.17,32,0.02,0.0,0.0,1,0.0
DEFECT,ALL_FOR_ONE,0.67,0.43,86,0.04,0.0,0.0,1,0.0
DEFECT,SUPERCRITICAL,0.2,0.5,128,0.0,0.0,0.0,1,0.0
DEFECT,SWEEPING_BEAM,0.0,0.1,90,-0.02,0.0,0.0,1,0.0
DEFECT,UPROAR,0.0,0.06,31,-0.01,0.0,0.5,60,-0.01
DEFECT,COOLHEADED,0.25,0.21,136,0.0,0.0,0.0,1,0.0
DEFECT,SUBROUTINE,0.0,0.0,1,0.0,1.0,0.33,32,0.02
DEFECT,DEFRAGMENT,0.5,0.5,61,-0.01,0.0,0.0,1,0.02
DEFECT,BUFFER,0.5,0.5,61,0.0,0.0,0.0,1,0.01
DEFECT,COMPILE_DRIVER,0.5,0.17,150,0.04,0.0,0.0,1,0.0
DEFECT,FERAL,0.5,0.2,62,-0.01,0.0,0.0,1,0.02
DEFECT,TRASH_TO_TREASURE,0.0,0.25,32,-0.01,0.0,0.0,1,0.0
DEFECT,TESLA_COIL,0.0,0.08,32,0.0,1.0,0.5,32,0.02
DEFECT,SMOKESTACK,0.0,0.2,61,0.0,0.0,0.5,32,-0.01
DEFECT,GUNK_UP,0.33,0.1,76,0.01,0.0,0.0,1,0.0
DEFECT,MASTER_OF_STRATEGY,0.0,0.0,0,0.02,0.0,0.0,0,0.0
DEFECT,COSMIC_INDIFFERENCE,0.0,0.0,0,0.0,0.0,0.0,0,0.0
DEFECT,ROCKET_PUNCH,0.5,0.22,62,0.0,0.0,0.0,1,0.01
DEFECT,MALAISE,1.0,0.5,32,0.02,0.0,0.0,1,0.0
DEFECT,CHARGE_BATTERY,0.0,0.19,112,-0.02,1.0,0.5,28,0.01
DEFECT,ASCENDERS_BANE,0.0,0.0,0,-0.04,0.0,0.0,0,0.0
DEFECT,SUNDER,0.0,0.11,32,0.0,0.0,0.5,32,-0.01
DEFECT,EXTERMINATE,0.0,0.0,0,0.0,0.0,0.0,0,0.0
DEFECT,WHITE_NOISE,0.0,0.17,32,0.0,1.0,0.33,32,0.01
DEFECT,SHADOW_SHIELD,0.0,0.29,62,0.01,0.0,0.0,1,0.0
DEFECT,NEOWS_FURY,0.0,0.0,0,-0.01,0.0,0.0,0,0.0
DEFECT,CLAW,0.38,0.33,300,0.03,0.0,0.5,72,0.0
DEFECT,BULK_UP,0.33,0.33,89,-0.01,0.0,0.0,1,0.01
DEFECT,ICE_LANCE,0.0,0.13,32,0.01,0.0,0.0,1,0.0
DEFECT,BOOT_SEQUENCE,0.0,0.08,32,-0.01,0.0,0.0,1,0.0
