character,monster,type,act name, act,avg damage, avg fight duration
NECROBINDER,ENCOUNTER.KAISER_CRAB_BOSS,boss,ACT.HIVE,2,19.0,11.0
NECROBINDER,ENCOUNTER.TUNNELER_WEAK,monster,ACT.HIVE,2,7.67,4.0
NECROBINDER,ENCOUNTER.BYRDONIS_ELITE,elite,ACT.OVERGROWTH,1,17.89,4.44
NECROBINDER,ENCOUNTER.DEVOTED_SCULPTOR_WEAK,monster,ACT.GLORY,3,15.33,4.0
NECROBINDER,ENCOUNTER.KNOWLEDGE_DEMON_BOSS,boss,ACT.HIVE,2,20.86,8.57
NECROBINDER,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE,elite,ACT.UNDERDOCKS,1,8.25,6.08
NECROBINDER,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL,monster,ACT.OVERGROWTH,1,15.0,6.0
NECROBINDER,ENCOUNTER.DECIMILLIPEDE_ELITE,elite,ACT.HIVE,2,20.5,5.75
NECROBINDER,ENCOUNTER.TURRET_OPERATOR_WEAK,monster,ACT.GLORY,3,6.67,4.0
NECROBINDER,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL,monster,ACT.GLORY,3,0.0,5.0
NECROBINDER,ENCOUNTER.OVICOPTER_NORMAL,monster,ACT.HIVE,2,7.83,4.33
NECROBINDER,ENCOUNTER.SEAPUNK_NORMAL,monster,ACT.UNDERDOCKS,1,14.0,2.0
NECROBINDER,ENCOUNTER.TEST_SUBJECT_BOSS,boss,ACT.GLORY,3,2.0,8.0
NECROBINDER,ENCOUNTER.DOORMAKER_BOSS,boss,ACT.GLORY,3,15.67,11.33
NECROBINDER,ENCOUNTER.BOWLBUGS_WEAK,monster,ACT.HIVE,2,6.92,3.83
NECROBINDER,ENCOUNTER.EXOSKELETONS_WEAK,monster,ACT.HIVE,2,1.14,4.57
NECROBINDER,ENCOUNTER.SOUL_FYSH_BOSS,boss,ACT.UNDERDOCKS,1,2.8,10.2
NECROBINDER,ENCOUNTER.SPINY_TOAD_NORMAL,monster,ACT.HIVE,2,0.0,4.0
NECROBINDER,ENCOUNTER.CUBEX_CONSTRUCT_NORMAL,monster,ACT.OVERGROWTH,1,12.0,4.0
NECROBINDER,ENCOUNTER.CORPSE_SLUGS_WEAK,monster,ACT.UNDERDOCKS,1,3.25,4.38
NECROBINDER,ENCOUNTER.THE_INSATIABLE_BOSS,boss,ACT.HIVE,2,25.5,8.0
NECROBINDER,ENCOUNTER.LIVING_FOG_NORMAL,monster,ACT.UNDERDOCKS,1,19.0,6.0
NECROBINDER,ENCOUNTER.THE_OBSCURA_NORMAL,monster,ACT.HIVE,2,7.0,6.33
NECROBINDER,ENCOUNTER.SLIMES_WEAK,monster,ACT.OVERGROWTH,1,2.0,5.0
NECROBINDER,ENCOUNTER.CULTISTS_NORMAL,monster,ACT.UNDERDOCKS,1,3.0,5.0
NECROBINDER,ENCOUNTER.CONSTRUCT_MENAGERIE_NORMAL,monster,ACT.GLORY,3,0.0,3.0
NECROBINDER,ENCOUNTER.EXOSKELETONS_NORMAL,monster,ACT.HIVE,2,4.0,4.33
NECROBINDER,ENCOUNTER.HAUNTED_SHIP_NORMAL,monster,ACT.UNDERDOCKS,1,3.0,3.0
NECROBINDER,ENCOUNTER.PUNCH_CONSTRUCT_NORMAL,monster,ACT.UNDERDOCKS,1,0.0,5.0
NECROBINDER,ENCOUNTER.MECHA_KNIGHT_ELITE,elite,ACT.GLORY,3,9.25,4.75
NECROBINDER,ENCOUNTER.NIBBITS_NORMAL,monster,ACT.OVERGROWTH,1,27.0,5.5
NECROBINDER,ENCOUNTER.SKULKING_COLONY_ELITE,elite,ACT.UNDERDOCKS,1,10.69,6.62
NECROBINDER,ENCOUNTER.SLUMBERING_BEETLE_NORMAL,monster,ACT.HIVE,2,21.33,7.67
NECROBINDER,ENCOUNTER.SOUL_NEXUS_ELITE,elite,ACT.GLORY,3,10.67,5.83
NECROBINDER,ENCOUNTER.FABRICATOR_NORMAL,monster,ACT.GLORY,3,15.0,6.0
NECROBINDER,ENCOUNTER.THE_KIN_BOSS,boss,ACT.OVERGROWTH,1,19.0,11.5
NECROBINDER,ENCOUNTER.ENTOMANCER_ELITE,elite,ACT.HIVE,2,8.91,5.82
NECROBINDER,ENCOUNTER.OVERGROWTH_CRAWLERS,monster,ACT.OVERGROWTH,1,0.0,6.0
NECROBINDER,ENCOUNTER.GLOBE_HEAD_NORMAL,monster,ACT.GLORY,3,0.0,4.0
NECROBINDER,ENCOUNTER.TWO_TAILED_RATS_NORMAL,monster,ACT.UNDERDOCKS,1,12.0,4.0
NECROBINDER,ENCOUNTER.INFESTED_PRISMS_ELITE,elite,ACT.HIVE,2,7.83,5.5
NECROBINDER,ENCOUNTER.BOWLBUGS_NORMAL,monster,ACT.HIVE,2,7.67,5.33
DEFECT,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK,monster,ACT.OVERGROWTH,1,2.57,3.57
DEFECT,ENCOUNTER.THIEVING_HOPPER_WEAK,monster,ACT.HIVE,2,11.9,3.1
DEFECT,ENCOUNTER.GREMLIN_MERC_NORMAL,monster,ACT.UNDERDOCKS,1,3.5,4.0
DEFECT,ENCOUNTER.FLYCONID_NORMAL,monster,ACT.OVERGROWTH,1,13.0,4.0
DEFECT,ENCOUNTER.SEWER_CLAM_NORMAL,monster,ACT.UNDERDOCKS,1,3.0,3.0
DEFECT,ENCOUNTER.KNIGHTS_ELITE,elite,ACT.GLORY,3,10.0,5.75
DEFECT,ENCOUNTER.CHOMPERS_NORMAL,monster,ACT.HIVE,2,5.0,8.0
DEFECT,ENCOUNTER.TOADPOLES_WEAK,monster,ACT.UNDERDOCKS,1,5.4,3.5
DEFECT,ENCOUNTER.NIBBITS_WEAK,monster,ACT.OVERGROWTH,1,8.0,3.14
DEFECT,ENCOUNTER.PHROG_PARASITE_ELITE,elite,ACT.OVERGROWTH,1,17.75,6.63
DEFECT,ENCOUNTER.SHRINKER_BEETLE_WEAK,monster,ACT.OVERGROWTH,1,0.0,2.5
DEFECT,ENCOUNTER.AXEBOTS_NORMAL,monster,ACT.GLORY,3,0.0,5.0
DEFECT,ENCOUNTER.SLUDGE_SPINNER_WEAK,monster,ACT.UNDERDOCKS,1,2.9,3.2
DEFECT,ENCOUNTER.MYTES_NORMAL,monster,ACT.HIVE,2,3.5,3.75
DEFECT,ENCOUNTER.QUEEN_BOSS,boss,ACT.GLORY,3,45.0,8.0
DEFECT,ENCOUNTER.LAGAVULIN_MATRIARCH_BOSS,boss,ACT.UNDERDOCKS,1,20.0,10.0
DEFECT,ENCOUNTER.FOGMOG_NORMAL,monster,ACT.OVERGROWTH,1,3.5,5.0
DEFECT,ENCOUNTER.TERROR_EEL_ELITE,elite,ACT.UNDERDOCKS,1,17.0,5.67
DEFECT,ENCOUNTER.SCROLLS_OF_BITING_WEAK,monster,ACT.GLORY,3,0.0,3.0
DEFECT,ENCOUNTER.VINE_SHAMBLER_NORMAL,monster,ACT.OVERGROWTH,1,1.0,3.0
DEFECT,ENCOUNTER.HUNTER_KILLER_NORMAL,monster,ACT.HIVE,2,7.0,5.0
DEFECT,ENCOUNTER.BYGONE_EFFIGY_ELITE,elite,ACT.OVERGROWTH,1,15.71,5.43
DEFECT,ENCOUNTER.MAWLER_NORMAL,monster,ACT.OVERGROWTH,1,6.0,3.0
DEFECT,ENCOUNTER.WATERFALL_GIANT_BOSS,boss,ACT.UNDERDOCKS,1,15.0,10.5
DEFECT,ENCOUNTER.SEAPUNK_WEAK,monster,ACT.UNDERDOCKS,1,8.9,3.4
DEFECT,ENCOUNTER.VANTOM_BOSS,boss,ACT.OVERGROWTH,1,65.0,8.0
DEFECT,ENCOUNTER.LOUSE_PROGENITOR_NORMAL,monster,ACT.HIVE,2,6.8,6.4
DEFECT,ENCOUNTER.CEREMONIAL_BEAST_BOSS,boss,ACT.OVERGROWTH,1,39.0,10.0
DEFECT,ENCOUNTER.OWL_MAGISTRATE_NORMAL,monster,ACT.GLORY,3,6.5,4.5
DEFECT,ENCOUNTER.KAISER_CRAB_BOSS,boss,ACT.HIVE,2,44.0,8.33
DEFECT,ENCOUNTER.TUNNELER_WEAK,monster,ACT.HIVE,2,9.6,4.2
DEFECT,ENCOUNTER.BYRDONIS_ELITE,elite,ACT.OVERGROWTH,1,17.67,3.67
DEFECT,ENCOUNTER.DEVOTED_SCULPTOR_WEAK,monster,ACT.GLORY,3,2.0,4.75
DEFECT,ENCOUNTER.KNOWLEDGE_DEMON_BOSS,boss,ACT.HIVE,2,13.0,10.0
DEFECT,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE,elite,ACT.UNDERDOCKS,1,14.0,4.4
DEFECT,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL,monster,ACT.OVERGROWTH,1,6.0,3.5
DEFECT,ENCOUNTER.DECIMILLIPEDE_ELITE,elite,ACT.HIVE,2,9.75,4.25
DEFECT,ENCOUNTER.TURRET_OPERATOR_WEAK,monster,ACT.GLORY,3,0.0,3.5
DEFECT,ENCOUNTER.THE_LOST_AND_FORGOTTEN_NORMAL,monster,ACT.GLORY,3,0.0,6.0
DEFECT,ENCOUNTER.FOSSIL_STALKER_NORMAL,monster,ACT.UNDERDOCKS,1,4.0,3.0
DEFECT,ENCOUNTER.OVICOPTER_NORMAL,monster,ACT.HIVE,2,8.75,5.5
DEFECT,ENCOUNTER.SEAPUNK_NORMAL,monster,ACT.UNDERDOCKS,1,0.0,4.0
DEFECT,ENCOUNTER.SLITHERING_STRANGLER_NORMAL,monster,ACT.OVERGROWTH,1,12.0,5.0
DEFECT,ENCOUNTER.TEST_SUBJECT_BOSS,boss,ACT.GLORY,3,26.8,11.6
DEFECT,ENCOUNTER.DOORMAKER_BOSS,boss,ACT.GLORY,3,12.67,9.0
DEFECT,ENCOUNTER.EXOSKELETONS_WEAK,monster,ACT.HIVE,2,1.88,3.13
DEFECT,ENCOUNTER.BOWLBUGS_WEAK,monster,ACT.HIVE,2,6.0,4.4
DEFECT,ENCOUNTER.SOUL_FYSH_BOSS,boss,ACT.UNDERDOCKS,1,17.75,9.0
DEFECT,ENCOUNTER.SPINY_TOAD_NORMAL,monster,ACT.HIVE,2,9.6,4.6
DEFECT,ENCOUNTER.CORPSE_SLUGS_WEAK,monster,ACT.UNDERDOCKS,1,5.13,3.5
DEFECT,ENCOUNTER.THE_INSATIABLE_BOSS,boss,ACT.HIVE,2,27.33,9.0
DEFECT,ENCOUNTER.LIVING_FOG_NORMAL,monster,ACT.UNDERDOCKS,1,7.5,4.25
DEFECT,ENCOUNTER.THE_OBSCURA_NORMAL,monster,ACT.HIVE,2,12.5,5.0
DEFECT,ENCOUNTER.SLIMES_WEAK,monster,ACT.OVERGROWTH,1,7.6,4.0
DEFECT,ENCOUNTER.CONSTRUCT_MENAGERIE_NORMAL,monster,ACT.GLORY,3,6.5,4.0
DEFECT,ENCOUNTER.CULTISTS_NORMAL,monster,ACT.UNDERDOCKS,1,4.67,3.67
DEFECT,ENCOUNTER.EXOSKELETONS_NORMAL,monster,ACT.HIVE,2,2.8,3.4
DEFECT,ENCOUNTER.HAUNTED_SHIP_NORMAL,monster,ACT.UNDERDOCKS,1,0.0,3.0
DEFECT,ENCOUNTER.PUNCH_CONSTRUCT_NORMAL,monster,ACT.UNDERDOCKS,1,9.0,4.33
DEFECT,ENCOUNTER.MECHA_KNIGHT_ELITE,elite,ACT.GLORY,3,0.0,5.5
DEFECT,ENCOUNTER.NIBBITS_NORMAL,monster,ACT.OVERGROWTH,1,6.0,4.0
DEFECT,ENCOUNTER.RUBY_RAIDERS_NORMAL,monster,ACT.OVERGROWTH,1,11.0,4.0
DEFECT,ENCOUNTER.SKULKING_COLONY_ELITE,elite,ACT.UNDERDOCKS,1,17.67,6.22
DEFECT,ENCOUNTER.SOUL_NEXUS_ELITE,elite,ACT.GLORY,3,9.33,4.83
DEFECT,ENCOUNTER.THE_KIN_BOSS,boss,ACT.OVERGROWTH,1,18.25,10.75
DEFECT,ENCOUNTER.ENTOMANCER_ELITE,elite,ACT.HIVE,2,18.75,5.67
DEFECT,ENCOUNTER.GLOBE_HEAD_NORMAL,monster,ACT.GLORY,3,0.5,3.0
DEFECT,ENCOUNTER.INFESTED_PRISMS_ELITE,elite,ACT.HIVE,2,23.86,6.0
DEFECT,ENCOUNTER.TWO_TAILED_RATS_NORMAL,monster,ACT.UNDERDOCKS,1,0.0,2.0
DEFECT,ENCOUNTER.BOWLBUGS_NORMAL,monster,ACT.HIVE,2,3.5,3.5
